example_id,split,agreement_tier,dup_group
fpb:87c4df5d23c569cc,train,all,fpb:87c4df5d23c569cc
fpb:87cd805302541b89,test,all,fpb:87cd805302541b89
fpb:88105ee07994eac7,dev,50,fpb:88105ee07994eac7
fpb:8812d2bad1b72ac4,train,75,fpb:8812d2bad1b72ac4
fpb:881ec6dbf87ebad1,train,all,fpb:881ec6dbf87ebad1
fpb:882ed200aa2b1d18,train,all,fpb:882ed200aa2b1d18
fpb:883d8446aef011c6,test,75,fpb:883d8446aef011c6
fpb:883ecde7142ae794,test,75,fpb:883ecde7142ae794
fpb:883fb50b0a56496d,train,50,fpb:883fb50b0a56496d
fpb:8846ea79d6693209,train,50,fpb:8846ea79d6693209
fpb:88582db279f147de,train,all,fpb:88582db279f147de
fpb:8878bd4242e33c7c,train,50,fpb:8878bd4242e33c7c
fpb:888adfbaf6fb9672,train,all,fpb:888adfbaf6fb9672
fpb:88914b6963ba0567,train,75,fpb:88914b6963ba0567
fpb:889586750f77d4b5,train,all,fpb:889586750f77d4b5
fpb:8898d321bd950375,train,75,fpb:8898d321bd950375
fpb:88b1f1ddf7271307,test,66,fpb:88b1f1ddf7271307
fpb:88c92a0fa1fa43cb,train,all,fpb:88c92a0fa1fa43cb
fpb:88e2435fe37e3f31,train,50,fpb:88e2435fe37e3f31
fpb:88ee8cfda8d68a33,train,75,fpb:88ee8cfda8d68a33
fpb:88f84100f7dfc806,train,75,fpb:88f84100f7dfc806
fpb:8903eb9cea2497ef,train,all,fpb:8903eb9cea2497ef
fpb:8905f014c3ea0fb7,train,66,fpb:8905f014c3ea0fb7
fpb:89124a687a26b8f9,train,75,fpb:89124a687a26b8f9
fpb:894cdd635b569b4f,train,75,fpb:894cdd635b569b4f
fpb:8950becb14e7ef10,train,all,fpb:8950becb14e7ef10
fpb:8952b4298f8a108b,train,all,fpb:0826f9a8be0c1dd0
fpb:897c893fadc859e9,train,all,fpb:897c893fadc859e9
fpb:89812027792f33d5,train,50,fpb:89812027792f33d5
fpb:8982f27fd31314d8,train,all,fpb:8982f27fd31314d8
fpb:8989c79dd9fd1d52,train,66,fpb:8989c79dd9fd1d52
fpb:899cc6288403e62f,dev,66,fpb:899cc6288403e62f
fpb:89a65384f2b0a54b,test,all,fpb:89a65384f2b0a54b
fpb:89ab040a2010e6cb,train,66,fpb:89ab040a2010e6cb
fpb:89b037380e2893df,train,75,fpb:89b037380e2893df
fpb:89b1cb134c324d5c,train,all,fpb:89b1cb134c324d5c
fpb:89bb78e1d40d44d4,train,all,fpb:89bb78e1d40d44d4
fpb:89bbe7b4e8cf2c2f,test,all,fpb:89bbe7b4e8cf2c2f
fpb:89bdf1f7e786630b,test,75,fpb:89bdf1f7e786630b
fpb:89d21facadb79f6f,test,75,fpb:89d21facadb79f6f
fpb:89d77a53ac89ec1d,test,75,fpb:89d77a53ac89ec1d
fpb:89e06fec7710273a,test,66,fpb:89e06fec7710273a
fpb:89e247ddf79045a3,train,all,fpb:89e247ddf79045a3
fpb:89f8ed0bc8a5523b,train,all,fpb:89f8ed0bc8a5523b
fpb:89f9ca6686d9a868,train,50,fpb:89f9ca6686d9a868
fpb:8a04be088b03353a,train,66,fpb:8a04be088b03353a
fpb:8a5d751c51856c06,train,75,fpb:8a5d751c51856c06
fpb:8a6383f569e50f45,train,66,fpb:8a6383f569e50f45
fpb:8a67dda4d5077568,train,75,fpb:8a67dda4d5077568
fpb:8a6b8e24829f11eb,dev,all,fpb:8a6b8e24829f11eb
fpb:8a73e01c4686c2de,train,all,fpb:8a73e01c4686c2de
fpb:8a7aba5f5f0d973f,train,all,fpb:8a7aba5f5f0d973f
fpb:8a809b2b1f23898a,train,66,fpb:8a809b2b1f23898a
fpb:8a896941d9de527e,train,66,fpb:8a896941d9de527e
fpb:8a8b1fff82188306,test,66,fpb:8a8b1fff82188306
fpb:8a918d5d6913b86a,train,all,fpb:8a918d5d6913b86a
fpb:8aa62f460c443178,test,all,fpb:8aa62f460c443178
fpb:8aac3fc164d7b503,train,75,fpb:8aac3fc164d7b503
fpb:8ab0c5a2ccf4d472,train,75,fpb:8ab0c5a2ccf4d472
fpb:8ab11f96a31abb9b,test,75,fpb:8ab11f96a31abb9b
fpb:8ad3d7c7e6e6ca6c,train,66,fpb:8ad3d7c7e6e6ca6c
fpb:8afa2bd3c0b4cd8d,train,all,fpb:8afa2bd3c0b4cd8d
fpb:8b0748bd14a6b912,test,all,fpb:8b0748bd14a6b912
fpb:8b15681e202cb221,train,75,fpb:8b15681e202cb221
fpb:8b24f3cf13224c28,train,75,fpb:8b24f3cf13224c28
fpb:8b3be91faca0f43d,train,all,fpb:8b3be91faca0f43d
fpb:8b3cb205c5bd9b29,dev,all,fpb:8b3cb205c5bd9b29
fpb:8b404526cbc37d70,train,all,fpb:8b404526cbc37d70
fpb:8b4343555bd6af71,train,50,fpb:8b4343555bd6af71
fpb:8b49ef1a0a3533fb,dev,all,fpb:8b49ef1a0a3533fb
fpb:8b6d31be9af0cb34,train,50,fpb:8b6d31be9af0cb34
fpb:8b7012ea06dc6948,train,75,fpb:8b7012ea06dc6948
fpb:8b80b588aab56488,train,50,fpb:8b80b588aab56488
fpb:8ba91229ae3834b6,train,all,fpb:8ba91229ae3834b6
fpb:8bb6d9e8cc002a0d,dev,75,fpb:8bb6d9e8cc002a0d
fpb:8bc42f818189b8e2,train,75,fpb:8bc42f818189b8e2
fpb:8bd098e985793f1f,train,all,fpb:8bd098e985793f1f
fpb:8bd7448feedf36f5,train,all,fpb:8bd7448feedf36f5
fpb:8bda5cbe3ca6ba53,dev,50,fpb:8bda5cbe3ca6ba53
fpb:8c10e6e34463473e,train,75,fpb:8c10e6e34463473e
fpb:8c15c5e7d525cd90,dev,all,fpb:8c15c5e7d525cd90
fpb:8c1b53e12180d0c4,train,50,fpb:8c1b53e12180d0c4
fpb:8c324060a1c24d02,test,all,fpb:8c324060a1c24d02
fpb:8c3db622f53bd544,test,all,fpb:8c3db622f53bd544
fpb:8c46a18d8274ac83,train,all,fpb:8c46a18d8274ac83
fpb:8c565fbe38416873,train,75,fpb:8c565fbe38416873
fpb:8c619611d8590cbe,dev,all,fpb:8c619611d8590cbe
fpb:8c741537fda0d910,train,50,fpb:8c741537fda0d910
fpb:8c7d966a3b1c7dd7,train,all,fpb:8c7d966a3b1c7dd7
fpb:8c8b6a981df63ad6,test,all,fpb:8c8b6a981df63ad6
fpb:8c8e6dc9a6f36fed,test,66,fpb:8c8e6dc9a6f36fed
fpb:8c942c70d4a767dd,train,all,fpb:8c942c70d4a767dd
fpb:8c9aae9bae344d5f,train,all,fpb:8c9aae9bae344d5f
fpb:8ca613e7a1d113a2,train,66,fpb:8ca613e7a1d113a2
fpb:8cd0b61ba875f835,train,all,fpb:8cd0b61ba875f835
fpb:8cd76af333ff0f4d,train,75,fpb:8cd76af333ff0f4d
fpb:8cd8a5f0d139fc98,train,75,fpb:8cd8a5f0d139fc98
fpb:8cdf36084c085616,test,all,fpb:8cdf36084c085616
fpb:8ce32610a77089e0,train,all,fpb:8ce32610a77089e0
fpb:8d12260c9253edc2,train,50,fpb:8d12260c9253edc2
fpb:8d16a3d6b8ae0b1b,train,all,fpb:8d16a3d6b8ae0b1b
fpb:8d2339ad75812763,train,75,fpb:8d2339ad75812763
fpb:8d34a76277cf7bb8,train,66,fpb:8d34a76277cf7bb8
fpb:8d443340909a4519,train,66,fpb:8d443340909a4519
fpb:8d48eec405116c76,train,50,fpb:8d48eec405116c76
fpb:8d4fbf921e61841a,test,75,fpb:8d4fbf921e61841a
fpb:8d6198f7805b79fa,train,75,fpb:8d6198f7805b79fa
fpb:8d687289d4b1582b,train,75,fpb:8d687289d4b1582b
fpb:8d6d6e1eb4aa4c78,train,all,fpb:8d6d6e1eb4aa4c78
fpb:8d7aad568d7337ff,train,66,fpb:8d7aad568d7337ff
fpb:8d7eb082ff192d77,train,75,fpb:8d7eb082ff192d77
fpb:8d986b2b4a218fbc,train,50,fpb:8d986b2b4a218fbc
fpb:8d9d525f07580c3a,train,all,fpb:8d9d525f07580c3a
fpb:8dbf33a98b4bcd2d,train,all,fpb:8dbf33a98b4bcd2d
fpb:8dc30202bd67d96a,train,50,fpb:8dc30202bd67d96a
fpb:8dc3455fa06ec884,train,66,fpb:8dc3455fa06ec884
fpb:8dd51b3d699581e2,train,all,fpb:54bcba9a553f539e
fpb:8dd87f26c662153e,test,all,fpb:8dd87f26c662153e
fpb:8de5f3695e6b3bbc,test,all,fpb:8de5f3695e6b3bbc
fpb:8dfa8d7202cfbf11,test,all,fpb:8dfa8d7202cfbf11
fpb:8e00f8efc0d0c837,train,all,fpb:8e00f8efc0d0c837
fpb:8e058b8c044983d7,train,all,fpb:8e058b8c044983d7
fpb:8e0d60723ea8dfb5,train,75,fpb:8e0d60723ea8dfb5
fpb:8e2dfafef4616b9f,train,75,fpb:8e2dfafef4616b9f
fpb:8e2e554347c90e6e,test,66,fpb:8e2e554347c90e6e
fpb:8e451e0c68bfb6ca,test,66,fpb:8e451e0c68bfb6ca
fpb:8e75ae193c2f6878,dev,75,fpb:8e75ae193c2f6878
fpb:8eac7c9fbaa00cbb,test,all,fpb:8eac7c9fbaa00cbb
fpb:8eaf1716bc1300d5,train,all,fpb:8eaf1716bc1300d5
fpb:8eb049a8e37cac60,train,75,fpb:8eb049a8e37cac60
fpb:8eb2c2cecdbf5898,dev,all,fpb:8eb2c2cecdbf5898
fpb:8eb58b25ac8515d5,test,75,fpb:8eb58b25ac8515d5
fpb:8ec6964c9d15e7ff,dev,66,fpb:8ec6964c9d15e7ff
fpb:8ec9959f11ebd380,train,75,fpb:8ec9959f11ebd380
fpb:8eca01e6a5bc2876,train,66,fpb:8eca01e6a5bc2876
fpb:8ee3b2b28d15c558,train,all,fpb:8ee3b2b28d15c558
fpb:8effc11b599ace44,train,all,fpb:8effc11b599ace44
fpb:8f00e43d26081610,train,all,fpb:8f00e43d26081610
fpb:8f12e9d379a850dc,train,all,fpb:8f12e9d379a850dc
fpb:8f1b1c73b5090a67,train,all,fpb:8f1b1c73b5090a67
fpb:8f22e073adcb79e7,test,75,fpb:8f22e073adcb79e7
fpb:8f32bcf26a8846b4,dev,all,fpb:8f32bcf26a8846b4
fpb:8f3f791b46abe842,dev,66,fpb:8f3f791b46abe842
fpb:8f51343b4e90f98c,train,all,fpb:8f51343b4e90f98c
fpb:8f55193028e4eac9,train,all,fpb:8f55193028e4eac9
fpb:8f71bb2524bb2a78,train,50,fpb:8f71bb2524bb2a78
fpb:8f71e654576a7ef9,dev,75,fpb:8f71e654576a7ef9
fpb:8f90298c54c2e0f6,test,66,fpb:8f90298c54c2e0f6
fpb:8f95e44162de96b5,train,75,fpb:8f95e44162de96b5
fpb:8f9e17ceffcc99c1,test,75,fpb:8f9e17ceffcc99c1
fpb:8f9f62366bde69a2,train,all,fpb:8f9f62366bde69a2
fpb:8f9fc4637f2722d7,test,all,fpb:8f9fc4637f2722d7
fpb:8fa2495f813159e4,train,75,fpb:8fa2495f813159e4
fpb:8fa2827c2d67838c,dev,50,fpb:8fa2827c2d67838c
fpb:8fab2d7076a7ceb9,train,66,fpb:8fab2d7076a7ceb9
fpb:8fde94d63fccb633,test,66,fpb:8fde94d63fccb633
fpb:8fe081040223ca14,train,all,fpb:8fe081040223ca14
fpb:9006a629827eceb6,dev,all,fpb:9006a629827eceb6
fpb:90205803c1ccf9dc,train,all,fpb:90205803c1ccf9dc
fpb:90280565b2740868,dev,all,fpb:90280565b2740868
fpb:903a420316821576,train,all,fpb:903a420316821576
fpb:90475565cd01a6ea,train,all,fpb:90475565cd01a6ea
fpb:904b36d98129ae94,dev,75,fpb:904b36d98129ae94
fpb:904e3d15159321b3,dev,50,fpb:904e3d15159321b3
fpb:9057d4c529cd7ae2,train,75,fpb:9057d4c529cd7ae2
fpb:906d338fbdbf0958,train,all,fpb:906d338fbdbf0958
fpb:907c61cd4cab7d0c,train,66,fpb:907c61cd4cab7d0c
fpb:90a1e99a5506628e,train,all,fpb:90a1e99a5506628e
fpb:90a905518339213a,dev,all,fpb:90a905518339213a
fpb:90b3ba2091c3805d,train,66,fpb:90b3ba2091c3805d
fpb:90ba485ab98495d7,train,75,fpb:90ba485ab98495d7
fpb:90bd975cb1979379,train,all,fpb:90bd975cb1979379
fpb:90ebff484e5e4cd4,test,75,fpb:90ebff484e5e4cd4
fpb:90ef34d5ab38c1de,train,all,fpb:90ef34d5ab38c1de
fpb:90f8106dceebda61,train,66,fpb:90f8106dceebda61
fpb:90fc7ddd237da891,test,all,fpb:90fc7ddd237da891
fpb:9107e8d498ca0fab,test,75,fpb:9107e8d498ca0fab
fpb:910a608f95cee824,train,all,fpb:910a608f95cee824
fpb:910f76d9685107da,train,75,fpb:910f76d9685107da
fpb:911f1e08ec57b7aa,train,66,fpb:911f1e08ec57b7aa
fpb:9120407509d5f989,dev,75,fpb:9120407509d5f989
fpb:9123b05a22d83e6b,train,75,fpb:9123b05a22d83e6b
fpb:91329725be8dd098,dev,all,fpb:91329725be8dd098
fpb:913a2b95e6413f13,test,75,fpb:913a2b95e6413f13
fpb:9141b630e862f651,train,75,fpb:9141b630e862f651
fpb:9149c6d421b2451f,test,66,fpb:9149c6d421b2451f
fpb:916eed3049718050,train,all,fpb:916eed3049718050
fpb:917561067e319a21,train,75,fpb:917561067e319a21
fpb:91946f36f927bb47,train,66,fpb:91946f36f927bb47
fpb:919796f4a71c46de,train,75,fpb:919796f4a71c46de
fpb:919e4db597881a1e,test,all,fpb:919e4db597881a1e
fpb:919f37462276b8c4,train,75,fpb:919f37462276b8c4
fpb:91a1977e20bd1ad4,train,all,fpb:91a1977e20bd1ad4
fpb:91a4fd9b8e8bef9d,train,all,fpb:91a4fd9b8e8bef9d
fpb:91c7809f0e3e7d97,train,all,fpb:91c7809f0e3e7d97
fpb:91d24e669bd95897,train,66,fpb:91d24e669bd95897
fpb:91eca8872ad006bf,train,all,fpb:91eca8872ad006bf
fpb:91f83ea2ed604c8e,test,66,fpb:91f83ea2ed604c8e
fpb:91f86b486ca2e6f5,train,50,fpb:91f86b486ca2e6f5
fpb:920003487db03388,train,all,fpb:920003487db03388
fpb:9202ba52469736a5,test,all,fpb:9202ba52469736a5
fpb:920a52ef90de07f0,train,all,fpb:920a52ef90de07f0
fpb:92172eb3513db517,train,all,fpb:92172eb3513db517
fpb:9219f6fed56a8b94,train,all,fpb:9219f6fed56a8b94
fpb:922a2787d20a6d8b,test,75,fpb:922a2787d20a6d8b
fpb:922d51ffa5087ec2,dev,75,fpb:922d51ffa5087ec2
fpb:92482a56dbaef985,train,66,fpb:92482a56dbaef985
fpb:924c2b05c76f7666,train,75,fpb:924c2b05c76f7666
fpb:925a2c1ad4f3f5b5,dev,75,fpb:925a2c1ad4f3f5b5
fpb:925f0bad1448c52a,train,all,fpb:925f0bad1448c52a
fpb:926c869170ea4523,test,75,fpb:926c869170ea4523
fpb:928070226ed2355e,train,66,fpb:928070226ed2355e
fpb:92843b3c2c2842e7,train,66,fpb:92843b3c2c2842e7
fpb:92868aaa4bc11985,test,all,fpb:92868aaa4bc11985
fpb:928d16057db3cd02,train,all,fpb:928d16057db3cd02
fpb:92951109d839f527,train,66,fpb:92951109d839f527
fpb:929bfd2f267c3dc8,dev,75,fpb:929bfd2f267c3dc8
fpb:92a1dde05f9251a6,train,75,fpb:92a1dde05f9251a6
fpb:92addcffa536cf5a,train,75,fpb:92addcffa536cf5a
fpb:92b2731a08d081ef,train,66,fpb:92b2731a08d081ef
fpb:92b34fc55350789e,train,66,fpb:92b34fc55350789e
fpb:92ba6e505425d103,train,50,fpb:92ba6e505425d103
fpb:92d6ee1363f51b8d,train,75,fpb:92d6ee1363f51b8d
fpb:92dab1d935bb20fe,test,all,fpb:92dab1d935bb20fe
fpb:92de957c5e239a12,train,66,fpb:92de957c5e239a12
fpb:92df2a7a1bab86e7,train,75,fpb:92df2a7a1bab86e7
fpb:92e97ba54560c74f,dev,75,fpb:92e97ba54560c74f
fpb:92f37baf0c548e64,dev,all,fpb:92f37baf0c548e64
fpb:92fcab93cf2bc50f,dev,all,fpb:92fcab93cf2bc50f
fpb:92ff77b9a8f49230,train,all,fpb:92ff77b9a8f49230
fpb:930ce565d1220c25,train,all,fpb:930ce565d1220c25
fpb:9311c9b4713c24ac,train,all,fpb:9311c9b4713c24ac
fpb:9314a44934f0ec49,train,66,fpb:9314a44934f0ec49
fpb:93183af4ec5205c1,train,all,fpb:93183af4ec5205c1
fpb:934c4345d870900a,train,all,fpb:934c4345d870900a
fpb:9364202b93fb4d47,train,75,fpb:9364202b93fb4d47
fpb:936d7d75d1a69749,train,66,fpb:936d7d75d1a69749
fpb:936eeb4e865db83c,dev,66,fpb:936eeb4e865db83c
fpb:9378d55277ac02db,train,75,fpb:9378d55277ac02db
fpb:937ad4ced1b917b9,train,66,fpb:937ad4ced1b917b9
fpb:937b406591750b3b,train,75,fpb:937b406591750b3b
fpb:93c5216812c34865,train,75,fpb:93c5216812c34865
fpb:93d3f961af9dfaee,train,66,fpb:93d3f961af9dfaee
fpb:93e78aee73abc6c5,train,all,fpb:93e78aee73abc6c5
fpb:93eb74a9b19b46fd,train,all,fpb:93eb74a9b19b46fd
fpb:93ef4d200dd8c366,train,all,fpb:93ef4d200dd8c366
fpb:9402847868f92a42,train,75,fpb:9402847868f92a42
fpb:94299f3007112226,test,50,fpb:94299f3007112226
fpb:942b8e00c5cc2e3d,test,50,fpb:942b8e00c5cc2e3d
fpb:9434973cad11cc45,test,75,fpb:9434973cad11cc45
fpb:943bd137f7f47b18,train,66,fpb:943bd137f7f47b18
fpb:9445a3a7bcde324c,test,all,fpb:9445a3a7bcde324c
fpb:94560badaaec613f,test,75,fpb:94560badaaec613f
fpb:9457820d622adfbe,train,all,fpb:9457820d622adfbe
fpb:945fd89f040928ef,train,50,fpb:945fd89f040928ef
fpb:947e60f6fdc8e6d2,train,all,fpb:947e60f6fdc8e6d2
fpb:948175d7547f15b6,train,all,fpb:948175d7547f15b6
fpb:948e4197aa5d6bcf,train,50,fpb:948e4197aa5d6bcf
fpb:94990cf73c7b511e,dev,50,fpb:94990cf73c7b511e
fpb:949b31412eb166b7,train,all,fpb:949b31412eb166b7
fpb:94afb89fcbf71041,train,75,fpb:94afb89fcbf71041
fpb:94d4ec926cf57b28,dev,50,fpb:94d4ec926cf57b28
fpb:94e39a25bf6891eb,train,all,fpb:94e39a25bf6891eb
fpb:94fda6262b01d833,train,all,fpb:94fda6262b01d833
fpb:95030d04795a2003,train,75,fpb:95030d04795a2003
fpb:9503597b130f5edd,train,all,fpb:9503597b130f5edd
fpb:9508047570337254,train,all,fpb:9508047570337254
fpb:950a76caf1377ba9,train,all,fpb:950a76caf1377ba9
fpb:95114ba8ddb33923,train,all,fpb:95114ba8ddb33923
fpb:9515645082fdc05f,test,all,fpb:9515645082fdc05f
fpb:95178a593064df19,train,all,fpb:95178a593064df19
fpb:9518c0042d3144c3,train,all,fpb:9518c0042d3144c3
fpb:95242275758be417,train,66,fpb:95242275758be417
fpb:9538f05960f093f6,test,all,fpb:9538f05960f093f6
fpb:954cb1d7da8797ca,train,all,fpb:954cb1d7da8797ca
fpb:95524d0c676b3094,train,all,fpb:95524d0c676b3094
fpb:9558a1eeac441e25,train,all,fpb:9558a1eeac441e25
fpb:9559ccaef9954bef,train,all,fpb:9559ccaef9954bef
fpb:955df1ff28a008c4,train,66,fpb:955df1ff28a008c4
fpb:95851c66b845b843,train,66,fpb:95851c66b845b843
fpb:95aa30591b340311,train,all,fpb:95aa30591b340311
fpb:95b8ea2c6fea497e,train,75,fpb:95b8ea2c6fea497e
fpb:95c37e538cd1bea9,test,all,fpb:95c37e538cd1bea9
fpb:95cac53460e542b7,dev,75,fpb:95cac53460e542b7
fpb:95ceec56bfd503d3,train,50,fpb:95ceec56bfd503d3
fpb:95de73b9360de97e,dev,75,fpb:95de73b9360de97e
fpb:95e70511e24dc3ba,dev,66,fpb:95e70511e24dc3ba
fpb:96102371c668d631,train,50,fpb:96102371c668d631
fpb:9619d05997db3e91,train,66,fpb:9619d05997db3e91
fpb:961a34f11f789759,test,all,fpb:961a34f11f789759
fpb:964862313d798161,test,all,fpb:964862313d798161
fpb:964eeaef29156bc1,test,all,fpb:964eeaef29156bc1
fpb:969e98c4cfc3a1ea,train,all,fpb:969e98c4cfc3a1ea
fpb:969ebf7ecdf97ab2,train,75,fpb:969ebf7ecdf97ab2
fpb:96be3d88d20c8a15,train,all,fpb:96be3d88d20c8a15
fpb:96f43dc18d43e86e,train,75,fpb:6e69ce28adfb000a
fpb:96f76b0be1f72f57,train,66,fpb:96f76b0be1f72f57
fpb:97044eb2f57b76f9,train,75,fpb:97044eb2f57b76f9
fpb:9719e8e2bc072eee,train,50,fpb:9719e8e2bc072eee
fpb:972290ccdc4d77c5,test,all,fpb:972290ccdc4d77c5
fpb:9748b7404f296781,train,all,fpb:9748b7404f296781
fpb:97636cc8ed07433c,train,all,fpb:97636cc8ed07433c
fpb:976e47e805d1a3fd,train,50,fpb:976e47e805d1a3fd
fpb:976ef19815d103ef,train,all,fpb:976ef19815d103ef
fpb:9776d8ed32874bf4,train,66,fpb:9776d8ed32874bf4
fpb:9778f63195358162,test,66,fpb:9778f63195358162
fpb:978d17213ca6eb9f,train,all,fpb:978d17213ca6eb9f
fpb:97b46f2f70335d4f,train,75,fpb:97b46f2f70335d4f
fpb:97c4fde603f40abc,train,66,fpb:97c4fde603f40abc
fpb:97daca1a5a67cdfe,test,75,fpb:97daca1a5a67cdfe
fpb:97ea101dc67aa993,train,all,fpb:97ea101dc67aa993
fpb:97ea8537234028b7,dev,all,fpb:97ea8537234028b7
fpb:97f4e3ab1f07db21,dev,75,fpb:97f4e3ab1f07db21
fpb:97f9287160c3a2bb,train,66,fpb:97f9287160c3a2bb
fpb:980a9c3d7e8d5021,test,all,fpb:980a9c3d7e8d5021
fpb:9815ffd7af054f6d,train,66,fpb:9815ffd7af054f6d
fpb:9836136d3a1d0c40,train,all,fpb:9836136d3a1d0c40
fpb:986a2848dec29bc5,train,75,fpb:986a2848dec29bc5
fpb:986c9bbbcbee5f7d,dev,all,fpb:986c9bbbcbee5f7d
fpb:9874300ae5308b3f,dev,all,fpb:9874300ae5308b3f
fpb:987a9143559e8f15,train,all,fpb:987a9143559e8f15
fpb:987d203c05597dd2,test,66,fpb:987d203c05597dd2
fpb:987ef5c69c44b5ac,test,all,fpb:987ef5c69c44b5ac
fpb:98a4fa468bfe30c9,train,all,fpb:98a4fa468bfe30c9
fpb:98a6f097aa605a42,train,all,fpb:98a6f097aa605a42
fpb:98a76bd7e8b2c07a,train,all,fpb:98a76bd7e8b2c07a
fpb:98b6b87c00639636,dev,75,fpb:98b6b87c00639636
fpb:98d7d236589b2d36,train,75,fpb:98d7d236589b2d36
fpb:98d8531cbe2008e2,train,66,fpb:98d8531cbe2008e2
fpb:98da13a2bcebd638,train,75,fpb:98da13a2bcebd638
fpb:98dc995d0e866750,train,50,fpb:98dc995d0e866750
fpb:98df6bf760525502,train,all,fpb:98df6bf760525502
fpb:98e8d87edee6d30a,train,66,fpb:98e8d87edee6d30a
fpb:98ea5c01289fdeaf,train,75,fpb:98ea5c01289fdeaf
fpb:99163f96c96327a9,test,66,fpb:99163f96c96327a9
fpb:991ac16d61f870d2,train,all,fpb:991ac16d61f870d2
fpb:99232ae28253afe8,train,all,fpb:99232ae28253afe8
fpb:9931f914fb1cf53b,train,all,fpb:9931f914fb1cf53b
fpb:99451f0dc51f9784,dev,75,fpb:99451f0dc51f9784
fpb:994a8e8061da48c1,train,75,fpb:994a8e8061da48c1
fpb:994f02cba7ffc63d,train,all,fpb:994f02cba7ffc63d
fpb:9957cd1c13e00b03,train,all,fpb:9957cd1c13e00b03
fpb:996335328faab575,dev,all,fpb:996335328faab575
fpb:997e7aeb6ce9d302,train,75,fpb:997e7aeb6ce9d302
fpb:99b68a38fd94ef9d,dev,66,fpb:99b68a38fd94ef9d
fpb:99b9a6c982810cce,train,66,fpb:99b9a6c982810cce
fpb:99bcee34a2dbdb39,train,all,fpb:99bcee34a2dbdb39
fpb:99bd5fbc7fa9e920,train,all,fpb:99bd5fbc7fa9e920
fpb:99d3ede390f013eb,test,all,fpb:99d3ede390f013eb
fpb:99d7b084ac90f6a1,dev,75,fpb:99d7b084ac90f6a1
fpb:99e87ddefacd6b92,train,all,fpb:99e87ddefacd6b92
fpb:99e8a66046d612ca,test,all,fpb:99e8a66046d612ca
fpb:99ebca612aee5cbe,test,75,fpb:99ebca612aee5cbe
fpb:9a0038ec870a6db0,train,all,fpb:9a0038ec870a6db0
fpb:9a2003670617d232,train,66,fpb:9a2003670617d232
fpb:9a27b705ca486460,test,50,fpb:9a27b705ca486460
fpb:9a37fd9d65261558,train,50,fpb:9a37fd9d65261558
fpb:9a3aefafe54bde42,test,75,fpb:9a3aefafe54bde42
fpb:9a402c861d92057b,dev,all,fpb:9a402c861d92057b
fpb:9a5460b6fc22f52b,train,66,fpb:9a5460b6fc22f52b
fpb:9a5583d4ebbd53e8,train,all,fpb:9a5583d4ebbd53e8
fpb:9a5e00fa6776dc2e,train,all,fpb:9a5e00fa6776dc2e
fpb:9a770cb23b7a4d1a,test,all,fpb:9a770cb23b7a4d1a
fpb:9a770f152ed6dfc0,train,50,fpb:9a770f152ed6dfc0
fpb:9a7c2b4189e96968,train,all,fpb:9a7c2b4189e96968
fpb:9a8c58917eb49574,train,all,fpb:9a8c58917eb49574
fpb:9acd14053f4b001f,train,all,fpb:9acd14053f4b001f
fpb:9ad006304ce7f0b4,train,all,fpb:9ad006304ce7f0b4
fpb:9addaeb560ea5939,test,75,fpb:9addaeb560ea5939
fpb:9adf0795bb444897,train,75,fpb:9adf0795bb444897
fpb:9ae9e64cc6a6f516,train,66,fpb:9ae9e64cc6a6f516
fpb:9b0efcc7dc03b056,train,all,fpb:9b0efcc7dc03b056
fpb:9b25e14333699cd0,train,75,fpb:9b25e14333699cd0
fpb:9b4275be4ced2c74,test,all,fpb:9b4275be4ced2c74
fpb:9b493a32d7eff84a,train,75,fpb:9b493a32d7eff84a
fpb:9b4c4c83b6b0f426,test,66,fpb:9b4c4c83b6b0f426
fpb:9b4c9c9fa1443991,train,75,fpb:9b4c9c9fa1443991
fpb:9b85ee226fc49807,train,all,fpb:9b85ee226fc49807
fpb:9ba13d695215e7e1,train,all,fpb:9ba13d695215e7e1
fpb:9ba38d3c0e806363,test,66,fpb:9ba38d3c0e806363
fpb:9bb36d65f7170bea,train,all,fpb:9bb36d65f7170bea
fpb:9bc65e7561f58027,train,all,fpb:9bc65e7561f58027
fpb:9bca564e37156fe9,train,all,fpb:9bca564e37156fe9
fpb:9bcb01e17c8706d0,train,50,fpb:9bcb01e17c8706d0
fpb:9bd07dc5be748938,train,all,fpb:9bd07dc5be748938
fpb:9bd84785d4022f09,train,all,fpb:9bd84785d4022f09
fpb:9bee4bf72cefcfb1,train,all,fpb:9bee4bf72cefcfb1
fpb:9c089bf34c118084,test,all,fpb:9c089bf34c118084
fpb:9c0cfe92349c0294,dev,75,fpb:9c0cfe92349c0294
fpb:9c2bea84c81dd236,test,66,fpb:9c2bea84c81dd236
fpb:9c33de7b937af13e,test,all,fpb:9c33de7b937af13e
fpb:9c6adf694e2a5f5a,train,75,fpb:9c6adf694e2a5f5a
fpb:9caa6e2ad1ced912,dev,75,fpb:9caa6e2ad1ced912
fpb:9cd527f5750892e3,train,50,fpb:9cd527f5750892e3
fpb:9cf2a131c90e2777,train,all,fpb:9cf2a131c90e2777
fpb:9d00949a9f6b09db,train,66,fpb:9d00949a9f6b09db
fpb:9d2e64241fe62e18,train,66,fpb:9d2e64241fe62e18
fpb:9d364128bcfed393,dev,75,fpb:9d364128bcfed393
